Song ID,Run,Type,To Be Replaced,Correct Term
song-538,run3,evidence,You're offering yourself to me like sacrifice,You’re offering yourself to me like sacrifice
song-538,run3,evidence,You're way too young to end your life,You’re way too young to end your life
song-539,run1,evidence,How can I judge you when you're with somebody else as long as you swear,How can I judge you when you're with\nSomebody else as long as you swear
song-539,run2,evidence,How can I judge you when you're with somebody else,How can I judge you when you're with\nSomebody else
song-539,run3,evidence,How can I judge you when you're with somebody else as long as you swear,How can I judge you when you're with\nSomebody else as long as you swear
song-540,run1,evidence,But I was your first and your last ticket outta there,But I was your first and your\nLast ticket outta there
song-540,run1,evidence,Go out like shooting stars chasing what's in our hearts,Go out like shooting stars\nChasing what's in our hearts
song-540,run1,evidence,I caught your wings on fire when I smoked my Bronco tires outta that town,I caught your wings on fire\nWhen I smoked my Bronco tires\nOutta that town
song-540,run1,evidence,"We're livin' wreckless, nothin' to catch us, baby","We're livin' wreckless\nNothin' to catch us, baby"
song-540,run1,evidence,"You holdin' me holdin' you, it's a hell of a view",You holdin' me holdin' you\nIt's a hell of a view
song-540,run1,evidence,You liked the thought of chasin' life instead of dollar bills,You liked the thought of chasin'\nLife instead of dollar bills
song-543,run3,evidence,You only listen to your fucking friends,you only listen to your fucking friends
song-544,run1,evidence,But damn if I didn't find what I wasn't even looking for,But damn if I didn’t find what I wasn't even looking for
song-544,run1,evidence,I wasn't looking for love when I walked through the door,I wasn’t looking for love when I walked through the door
song-544,run2,evidence,I wasn't looking for love when I walked through the door,I wasn’t looking for love when I walked through the door
song-544,run3,evidence,But damn if I didn't find what I wasn't even looking for,But damn if I didn’t find what I wasn't even looking for
song-544,run3,evidence,I wasn't looking for love when I walked through the door,I wasn’t looking for love when I walked through the door
song-545,run1,evidence,How to fix it 'fore it's too late,how to fix it 'fore it's too late
song-545,run2,evidence,How to fix it 'fore it's too late,how to fix it 'fore it's too late
song-545,run3,evidence,How to fix it 'fore it's too late,how to fix it 'fore it's too late
song-547,run1,evidence,Just talked to pops about the feds,just talked to pops about the feds
song-547,run1,evidence,"This shit comes with a lot, it's a lot of pressure, I'm a young nigga though","This shit comes with a lot, it’s a lot of pressure, I’m a young nigga though"
song-547,run2,evidence,Just talked to pops about the feds,just talked to pops about the feds
song-547,run2,evidence,"This shit comes with a lot, it's a lot of pressure, I'm a young nigga though","This shit comes with a lot, it’s a lot of pressure, I’m a young nigga though"
song-547,run3,evidence,I'm a young nigga though,I’m a young nigga though
song-547,run3,evidence,Just talked to pops about the feds,just talked to pops about the feds
song-547,run3,evidence,"This shit comes with a lot, it's a lot of pressure, I'm a young nigga though","This shit comes with a lot, it’s a lot of pressure, I’m a young nigga though"
song-548,run1,evidence,EVEN THOUGH IT'S A FRIDAY NIGHT,EVEN THOUGH IT’S A FRIDAY NIGHT
song-548,run1,evidence,I AIN'T NEVER\nBEEN THE CHURCH GOING TYPE,I AIN’T NEVER\nBEEN THE CHURCH GOING TYPE
song-548,run1,evidence,IF IT'S LIKE DOWN HERE UP THERE TONIGHT,IF IT’S LIKE DOWN HERE UP THERE TONIGHT
song-548,run1,evidence,"SITTIN' HERE, DRINKIN' BEER, TALKIN' GOD, AMEN","SITTIN’ HERE, DRINKIN’ BEER, TALKIN’ GOD, AMEN"
song-548,run1,evidence,WHEN THE WORLD'S GONE CRAZY MAN IT ALL MAKES SENSE,WHEN THE WORLD’S GONE CRAZY MAN IT ALL MAKES SENSE
song-548,run2,evidence,EVEN THOUGH IT'S A FRIDAY NIGHT,EVEN THOUGH IT’S A FRIDAY NIGHT
song-548,run2,evidence,I AIN'T NEVER\nBEEN THE CHURCH GOING TYPE,I AIN’T NEVER\nBEEN THE CHURCH GOING TYPE
song-548,run2,evidence,IF IT'S LIKE DOWN HERE UP THERE TONIGHT,IF IT’S LIKE DOWN HERE UP THERE TONIGHT
song-548,run2,evidence,"SITTIN' HERE, DRINKIN' BEER, TALKIN' GOD, AMEN","SITTIN’ HERE, DRINKIN’ BEER, TALKIN’ GOD, AMEN"
song-548,run2,evidence,WHEN THE WORLD'S GONE CRAZY MAN IT ALL MAKES SENSE,WHEN THE WORLD’S GONE CRAZY MAN IT ALL MAKES SENSE
song-548,run3,evidence,EVEN THOUGH IT'S A FRIDAY NIGHT,EVEN THOUGH IT’S A FRIDAY NIGHT
song-548,run3,evidence,GOTTA COUNTRY ANGEL I DON'T DESERVE\nTHE KIND THAT YOU NEVER LET GO OF,GOTTA COUNTRY ANGEL I DON’T DESERVE\nTHE KIND THAT YOU NEVER LET GO OF
song-548,run3,evidence,I AIN'T NEVER\nBEEN THE CHURCH GOING TYPE,I AIN’T NEVER\nBEEN THE CHURCH GOING TYPE
song-548,run3,evidence,IF IT'S LIKE DOWN HERE UP THERE TONIGHT,IF IT’S LIKE DOWN HERE UP THERE TONIGHT
song-548,run3,evidence,"SITTIN' HERE, DRINKIN' BEER, TALKIN' GOD, AMEN","SITTIN’ HERE, DRINKIN’ BEER, TALKIN’ GOD, AMEN"
song-548,run3,evidence,WHEN THE WORLD'S GONE CRAZY MAN IT ALL MAKES SENSE,WHEN THE WORLD’S GONE CRAZY MAN IT ALL MAKES SENSE
song-550,run1,evidence,Nothing to say\nAnd everything gets in the way,Nothin' to say\nAnd everything gets in the way
song-560,run1,evidence,"Tell me: That's life, when I'm stressin' at night","tell me: That's life, when I'm stressin' at night"
song-560,run3,evidence,"Tell me: That's life, when I'm stressin' at night","tell me: That's life, when I'm stressin' at night"
song-563,run1,evidence,All of the these sorries I don't owe you honey,All of the these sorries I don’t owe you honey
song-563,run1,evidence,It's all my fault,It’s all my fault
song-563,run1,evidence,"Like the pile of your stuff that's packed up in the back, right down to the strike of this match","Like the pile of your stuff that’s packed up in the back, right down to the strike of this match"
song-563,run1,evidence,Looks like I'm learning the hard way again,Looks like I’m learning the hard way again
song-563,run1,evidence,My heart wouldn't listen to my head and these boots on my feet,My heart wouldn’t listen to my head and these boots on my feet
song-563,run1,evidence,Sure as hell can't keep leanin' on you,Sure as hell can’t keep leanin’ on you
song-563,run1,evidence,You're gone and I've gone 3 sheets to the wind,You’re gone and I’ve gone 3 sheets to the wind
song-563,run2,evidence,All of the these sorries I don't owe you honey,All of the these sorries I don’t owe you honey
song-563,run2,evidence,It's all my fault,It’s all my fault
song-563,run2,evidence,"Like the pile of your stuff that's packed up in the back, right down to the strike of this match","Like the pile of your stuff that’s packed up in the back, right down to the strike of this match"
song-563,run2,evidence,Looks like I'm learning the hard way again,Looks like I’m learning the hard way again
song-563,run2,evidence,Sure as hell can't keep leanin' on you,Sure as hell can’t keep leanin’ on you
song-563,run2,evidence,You're gone and I've gone 3 sheets to the wind,You’re gone and I’ve gone 3 sheets to the wind
song-563,run3,evidence,All of the these sorries I don't owe you honey,All of the these sorries I don’t owe you honey
song-563,run3,evidence,"Like the pile of your stuff that's packed up in the back, right down to the strike of this match","Like the pile of your stuff that’s packed up in the back, right down to the strike of this match"
song-563,run3,evidence,Looks like I'm learning the hard way again,Looks like I’m learning the hard way again
song-563,run3,evidence,My heart wouldn't listen to my head and these boots on my feet,My heart wouldn’t listen to my head and these boots on my feet
song-563,run3,evidence,Sure as hell can't keep leanin' on you,Sure as hell can’t keep leanin’ on you
song-563,run3,evidence,You're gone and I've gone 3 sheets to the wind,You’re gone and I’ve gone 3 sheets to the wind
song-566,run2,evidence,Las de PR que todita' son mía',las de PR que todita' son mía'
song-567,run1,evidence,"And if I only could, I'd make a deal with God,","And if I only could,\nI'd make a deal with God,"
song-567,run2,evidence,"And if I only could, I'd make a deal with God,","And if I only could,\nI'd make a deal with God,"
song-570,run1,evidence,"Stolen the pussy, you ain't get sued for that (Sued)","Stole the pussy, you ain't get sued for that (Sued)"
song-570,run3,evidence,"Stolen the pussy, you ain't get sued for that (Sued)","Stole the pussy, you ain't get sued for that (Sued)"
song-575,run1,evidence,Guess I'm just broken and broke,Guess I’m just broken and broke
song-575,run2,evidence,Guess I'm just broken and broke,Guess I’m just broken and broke
song-575,run3,evidence,Guess I'm just broken and broke,Guess I’m just broken and broke
song-581,run1,evidence,To me you're all I am,to me you're all I am
song-581,run2,evidence,To me you're all I am,to me you're all I am
song-582,run1,evidence,I hope that your triflin' ass\nIs walkin' 'round barefoot in these streets,I also hope that your triflin' ass\nIs walkin' 'round barefoot in these streets
song-582,run2,evidence,I hope that your triflin' ass\nIs walkin' 'round barefoot in these streets,I also hope that your triflin' ass\nIs walkin' 'round barefoot in these streets
song-582,run3,evidence,I hope that your triflin' ass\nIs walkin' 'round barefoot in these streets,I also hope that your triflin' ass\nIs walkin' 'round barefoot in these streets
song-584,run1,evidence,Aún te debo una noche en la suite,aún te debo una noche en la suite
song-584,run1,evidence,"Hoy tú no va' a trabajar, jeje, no","hoy tú no va' a trabajar, jeje, no"
song-584,run1,evidence,"Yo no sé tú, pero yo quisiera amanecer esnú'","yo no sé tú, pero yo quisiera amanecer esnú'"
song-584,run2,evidence,"Hoy tú no va' a trabajar, jeje, no","hoy tú no va' a trabajar, jeje, no"
song-584,run3,evidence,"Hoy tú no va' a trabajar, jeje, no","hoy tú no va' a trabajar, jeje, no"
song-584,run3,evidence,"Yo no sé tú, pero yo quisiera amanecer esnú'","yo no sé tú, pero yo quisiera amanecer esnú'"
song-587,run1,evidence,"Bought her a P, not a pill, a Porsche","bought her a P, not a pill, a Porsche"
song-587,run2,evidence,"Bought her a P, not a pill, a Porsche","bought her a P, not a pill, a Porsche"
song-587,run3,evidence,"Bought her a P, not a pill, a Porsche","bought her a P, not a pill, a Porsche"
song-588,run1,evidence,'Cause the truth about it is\nIt all goes by real quick,‘Cause the truth about it is\nIt all goes by real quick
song-588,run1,evidence,Find the one you can't live without,Find the one you can’t live without
song-588,run1,evidence,You can't buy happiness\nBut you can buy dirt,You can’t buy happiness\nBut you can buy dirt
song-588,run2,evidence,'Cause the truth about it is\nIt all goes by real quick,‘Cause the truth about it is\nIt all goes by real quick
song-588,run2,evidence,Find the one you can't live without,Find the one you can’t live without
song-588,run2,evidence,You can't buy happiness\nBut you can buy dirt,You can’t buy happiness\nBut you can buy dirt
song-588,run3,evidence,'Cause the truth about it is\nIt all goes by real quick,‘Cause the truth about it is\nIt all goes by real quick
song-588,run3,evidence,Find the one you can't live without,Find the one you can’t live without
song-588,run3,evidence,You can't buy happiness\nBut you can buy dirt,You can’t buy happiness\nBut you can buy dirt
song-590,run1,evidence,He's not with you,he's not with you
song-593,run1,evidence,Love's a smoke ring wrapped around your finger,love's a smoke ring wrapped around your finger
song-593,run2,evidence,Love's a smoke ring wrapped around your finger,love's a smoke ring wrapped around your finger
song-593,run3,evidence,"It waved you gone, goodbye","it waved you gone, goodbye"
song-593,run3,evidence,Love's a smoke ring wrapped around your finger,love's a smoke ring wrapped around your finger
song-597,run1,evidence,Now I'm dodging potholes in my sunburnt Silverado,now I'm dodging potholes in my sunburnt Silverado
song-597,run2,evidence,Now I'm dodging potholes in my sunburnt Silverado,now I'm dodging potholes in my sunburnt Silverado
song-597,run3,evidence,Now I'm dodging potholes in my sunburnt Silverado,now I'm dodging potholes in my sunburnt Silverado
song-598,run1,evidence,El tercero lo conozco esta noche,el tercero lo conozco esta noche
song-598,run3,evidence,El tercero lo conozco esta noche,el tercero lo conozco esta noche
song-599,run2,evidence,Tryna keep my wife from figuring out,tryna keep my wife from figuring out
song-601,run2,evidence,"En mi cama, la recompensa","en mi cama, la recompensa"
song-606,run1,evidence,So I'd rather ride it out for better weather,So I’d rather ride it out for better weather
song-606,run1,evidence,We're caught in-between,we're caught in-between
song-606,run1,evidence,We've been swingin' and missin',We've been swingin’ and missin'
song-606,run2,evidence,So I'd rather ride it out for better weather,So I’d rather ride it out for better weather
song-606,run2,evidence,We're caught in-between,we're caught in-between
song-606,run2,evidence,We've been swingin' and missin',We've been swingin’ and missin'
song-606,run3,evidence,"It ain't broke yet, but damn, it needs fixin'","It ain't broke yet, but damn, it needs fixin’"
song-606,run3,evidence,So I'd rather ride it out for better weather,So I’d rather ride it out for better weather
song-606,run3,evidence,We've been swingin' and missin',We've been swingin’ and missin'
song-616,run1,evidence,She's puttin' her number in my phone (Broadway girls alone),She's puttin’ her number in my phone (Broadway girls alone)
song-616,run1,evidence,"Two Bud Lights deep, and she's sayin' things she don't mean","Two Bud Lights deep, and she's sayin' things she don’t mean"
song-616,run2,evidence,She's puttin' her number in my phone,She's puttin’ her number in my phone
song-616,run2,evidence,"Two Bud Lights deep, and she's sayin' things she don't mean","Two Bud Lights deep, and she's sayin' things she don’t mean"
song-616,run3,evidence,She's puttin' her number in my phone,She's puttin’ her number in my phone
song-616,run3,evidence,"Two Bud Lights deep, and she's sayin' things she don't mean","Two Bud Lights deep, and she's sayin' things she don’t mean"
song-617,run3,evidence,"Hold up a minute, don't go","hold up a minute, don't go"
song-622,run1,evidence,"Iба por mi camino y me perdí (Ey, ey)","Iba por mi camino y me perdí (Ey, ey)"
song-622,run2,evidence,"Iба por mi camino y me perdí (Ey, ey)","Iba por mi camino y me perdí (Ey, ey)"
song-622,run3,evidence,"Iба por mi camino y me perdí (Ey, ey)","Iba por mi camino y me perdí (Ey, ey)"
song-625,run1,evidence,When I already know\nWhat she's thinkin'\nShe don't have to say it yeah,When I already know\n\nWhat she's thinkin'\nShe don't have to say it yeah
song-625,run2,evidence,When I already know\nWhat she's thinkin'\nShe don't have to say it yeah,When I already know\n\nWhat she's thinkin'\nShe don't have to say it yeah
song-625,run3,evidence,When I already know\nWhat she's thinkin'\nShe don't have to say it yeah,When I already know\n\nWhat she's thinkin'\nShe don't have to say it yeah
song-627,run1,evidence,"Damn Strait, you're killing me man","Damn Strait, you’re killing me man"
song-627,run1,evidence,I couldn't turn it off fast enough,I couldn’t turn it off fast enough
song-627,run1,evidence,I know it ain't your fault\nThat she left me,I know it ain’t your fault\nThat she left me
song-627,run1,evidence,Now I can't even listen\n'Cause I'll get to missin' her,Now I can’t even listen\n‘Cause I’ll get to missin’ her
song-627,run2,evidence,'Cause I'll get to missin' her\nThen thehurt gets worse,‘Cause I’ll get to missin’ her\nThen thehurt gets worse
song-627,run2,evidence,I know it ain't your fault\nThat she left me,I know it ain’t your fault\nThat she left me
song-627,run2,evidence,Now I can't even listen\n'Cause I'll get to missin' her\nThen thehurt gets worse,Now I can’t even listen\n‘Cause I’ll get to missin’ her\nThen thehurt gets worse
song-627,run3,evidence,'Cause I'll get to missin' her\nThen thehurt gets worse,‘Cause I’ll get to missin’ her\nThen thehurt gets worse
song-627,run3,evidence,"Damn Strait, you're killing me man","Damn Strait, you’re killing me man"
song-627,run3,evidence,I know it ain't your fault\nThat she left me,I know it ain’t your fault\nThat she left me
song-627,run3,evidence,Now I can't even listen\n'Cause I'll get to missin' her\nThen thehurt gets worse,Now I can’t even listen\n‘Cause I’ll get to missin’ her\nThen thehurt gets worse
song-630,run1,evidence,It's all gone to hell she's gone to her mom's,it's all gone to hell she's gone to her mom's
song-630,run3,evidence,It's a bad day for love but a good day for flower shops,it's a bad day for love but a good day for flower shops
song-630,run3,evidence,It's all gone to hell she's gone to her mom's,it's all gone to hell she's gone to her mom's
song-630,run3,evidence,There's tears in her blue and bloodshot in mine,there's tears in her blue and bloodshot in mine
song-635,run1,evidence,I can't remember everything we said but we said too much,I can’t remember everything we said but we said too much
song-635,run1,evidence,I know you said this time you really weren't coming back again,I know you said this time you really weren’t coming back again
song-635,run2,evidence,I can't remember everything we said but we said too much,I can’t remember everything we said but we said too much
song-635,run2,evidence,I know you said this time you really weren't coming back again,I know you said this time you really weren’t coming back again
song-635,run2,evidence,You know you love to fight,you know you love to fight
song-635,run3,evidence,I can't remember everything we said but we said too much,I can’t remember everything we said but we said too much
song-635,run3,evidence,I know you said this time you really weren't coming back again,I know you said this time you really weren’t coming back again
song-637,run1,evidence,How'd I get here?,how'd I get here?
song-637,run1,evidence,"I just killed my ex, not the best idea","I just killed my ex (My ex, oops), not the best idea"
song-637,run2,evidence,How'd I get here?,how'd I get here?
song-637,run2,evidence,"I just killed my ex, not the best idea","I just killed my ex (My ex, oops), not the best idea"
song-637,run3,evidence,How'd I get here?,how'd I get here?
song-639,run1,evidence,"Gal, you used to ride in the rinky dink","Girl, you used to ride in the rinky dink"
song-639,run2,evidence,"Youwas rockin' coach bags, got you Chane'-ne'","You was rockin' coach bags, got you Chane'-ne'"
song-641,run2,evidence,I'm findin' ways to manipulate the feelin' you're goin' through,I'm finding ways to manipulate the feelin' you're goin' through
song-641,run3,evidence,I'm findin' ways to manipulate the feelin' you're goin' through,I'm finding ways to manipulate the feelin' you're goin' through
song-645,run1,evidence,I'm a Slaughter Gang CEO,It's a Slaughter Gang CEO
song-645,run2,evidence,I'm a Slaughter Gang CEO,It's a Slaughter Gang CEO
song-650,run1,evidence,See you're tired thinkin' 'bout if he cheat,see you're tired thinkin' 'bout if he cheat
song-650,run1,evidence,Somebody who can open up those gates to your heart,Somebody who can open up those gates\nOpen up those gates to your heart
song-650,run1,evidence,"Someone to bring you peace, uh","someone to bring you peace, uh"
song-650,run2,evidence,See you're tired thinkin' 'bout if he cheat,see you're tired thinkin' 'bout if he cheat
song-650,run2,evidence,Somebody who can open up those gates to your heart,Somebody who can open up those gates\nOpen up those gates to your heart
song-650,run2,evidence,"Someone to bring you peace, uh","someone to bring you peace, uh"
song-650,run3,evidence,See you're tired thinkin' 'bout if he cheat,see you're tired thinkin' 'bout if he cheat
song-650,run3,evidence,"Someone to bring you peace, uh","someone to bring you peace, uh"
song-654,run1,evidence,All my life\nThey been tryin' to keep me down,All my life)\nThey been tryin' to keep me down
song-654,run2,evidence,All my life\nThey been tryin' to keep me down,All my life)\nThey been tryin' to keep me down
song-654,run3,evidence,All my life\nThey been tryin' to keep me down,All my life)\nThey been tryin' to keep me down
song-655,run3,evidence,"Le dije\n""Voy a conquistar tu familia""","Le dije\n""Voy a conquistar tu familia"
song-661,run1,evidence,All they keep asking me\nIs if I'm gonna be your bride,all they keep asking me)\nIs if I'm gonna be your bride
song-661,run1,evidence,The only kind of girl they see\nIs a one-night or a wife,the only kind of girl they see)\nIs a one-night or a wife
song-661,run2,evidence,All they keep asking me is if I'm gonna be your bride,all they keep asking me)\nIs if I'm gonna be your bride
song-661,run2,evidence,The only kind of girl they see is a one-night or a wife,the only kind of girl they see)\nIs a one-night or a wife
song-661,run3,evidence,All they keep asking me is if I'm gonna be your bride,all they keep asking me)\nIs if I'm gonna be your bride
song-661,run3,evidence,The only kind of girl they see is a one-night or a wife,the only kind of girl they see)\nIs a one-night or a wife
song-666,run3,evidence,If you want me to stop some of that\nOr you want me to stop lovin' you?,You want me to stop some of that\nOr you want me to stop lovin' you?
song-671,run1,evidence,Your lovin' so deep,your lovin' so deep
song-671,run2,evidence,Your lovin' so deep,your lovin' so deep
song-672,run1,evidence,I'm feeling lonely (lonely),I’m feeling lonely (lonely)
song-672,run1,evidence,I'm gonna make it mineI'm gonna make it mine,I’m gonna make it mineI’m gonna make it mine
song-672,run2,evidence,I'm feeling lonely (lonely)I'm feeling lonely (lonely),I’m feeling lonely (lonely)I’m feeling lonely (lonely)
song-672,run3,evidence,I'm feeling lonely (lonely)I'm feeling lonely (lonely),I’m feeling lonely (lonely)I’m feeling lonely (lonely)
song-675,run1,evidence,Your left hand's gettin' used to that ring,your\nLeft hand's gettin' used to that ring
song-675,run2,evidence,Your left hand's gettin' used to that ring,your\nLeft hand's gettin' used to that ring
song-680,run1,evidence,I'm goin' to glow up one more time,I’m goin’ to glow up one more time
song-680,run1,evidence,You gon' see me sleepin' in courtside,You gon' see me sleepin’ in courtside
song-680,run2,evidence,I'm goin' to glow up one more time,I’m goin’ to glow up one more time
song-680,run2,evidence,You gon' see me sleepin' in courtside,You gon' see me sleepin’ in courtside
song-680,run3,evidence,I'm goin' to glow up one more time,I’m goin’ to glow up one more time
song-680,run3,evidence,You gon' see me sleepin' in courtside,You gon' see me sleepin’ in courtside
song-690,run2,evidence,So I'll keep dancing with my eyes closed,"So I'll keep dancing with my\nEy-ey-ey-eyes, ey-ey-ey-eyes closed"
song-691,run2,evidence,Lo que ella no sabe es que tú todavía\nMe estás viendo toa' la' historia',Lo que ella no sabe es que tú todavía (au)\nMe estás viendo toa' la' historia'
song-691,run3,evidence,Lo que ella no sabe es que tú todavía\nMe estás viendo toa' la' historia',Lo que ella no sabe es que tú todavía (au)\nMe estás viendo toa' la' historia'
song-693,run2,evidence,He's got a smile that makes me forget,he's got a smile that makes me forget
song-694,run1,evidence,and I just fell in love with a gangsta (like),And I just fell in love with a gangsta (like)
song-694,run1,evidence,"and I'm young, still gettin' money my pockets is chubby, nothin' was the same (huh)","And I'm young, still gettin' money my pockets is chubby, nothin' was the same (huh)"
song-694,run1,evidence,and my name in her mouth so I bet she gon' choke (bitch),And my name in her mouth so I bet she gon' choke (bitch)
song-694,run1,evidence,and they hype that I'm up on them banners,And they hype that I'm up on them banners
song-694,run1,evidence,bitches not takin' shit from me but notes,Bitches not takin' shit from me but notes
song-694,run1,evidence,but I don't let him come to the crib (grrah),But I don't let him come to the crib (grrah)
song-694,run1,evidence,"callin' my phone, but they know I don't answer (why?)","Callin' my phone, but they know I don't answer (why?)"
song-694,run1,evidence,hottest bitch out and they know what I mean (know what I mean),Hottest bitch out and they know what I mean (know what I mean)
song-694,run1,evidence,"in the hood, I'm like princess diana (grrah)","In the hood, I'm like princess diana (grrah)"
song-694,run1,evidence,"like flexin' on niggas and bitches addictive, feenin' for me like they usually do (usually do)","Like flexin' on niggas and bitches addictive, feenin' for me like they usually do (usually do)"
song-694,run1,evidence,lookin' at me like who bigger than she? (who?),Lookin' at me like who bigger than she? (who?)
song-694,run1,evidence,makin' it rain (makin' it rain),Makin' it rain (makin' it rain)
song-694,run1,evidence,one book a flight and go chill in tulum,One book a flight and go chill in tulum
song-694,run1,evidence,so he put my name in a tatt' (damn),So he put my name in a tatt' (damn)
song-694,run1,evidence,they be chattin' I don't give a damn and I'm still gettin' money I know who I am (grrah),They be chattin' I don't give a damn and I'm still gettin' money I know who I am (grrah)
song-694,run1,evidence,"to her man, l'm the girl of his dreams","To her man, l'm the girl of his dreams"
song-694,run1,evidence,"wanna be me, so she do my emotes","Wanna be me, so she do my emotes"
song-694,run2,evidence,Book a flight and go chill in tulum,book a flight and go chill in tulum
song-694,run2,evidence,"like flexin' on niggas and bitches addictive, feenin' for me like they usually do (usually do)","Like flexin' on niggas and bitches addictive, feenin' for me like they usually do (usually do)"
song-694,run3,evidence,"like flexin' on niggas and bitches addictive, feenin' for me like they usually do (usually do)","Like flexin' on niggas and bitches addictive, feenin' for me like they usually do (usually do)"
song-695,run1,evidence,"All they doin' is talkin' down, 'cause they can't get up with me","all they doin' is talkin' down, 'cause they can't get up with me"
song-695,run2,evidence,"All they doin' is talkin' down, 'cause they can't get up with me","all they doin' is talkin' down, 'cause they can't get up with me"
song-695,run2,evidence,"Ridin' with my twin and 'nem, and we all look good as fuck","Ridin' with my twin and 'nem (Skrrt), and we all look good as fuck"
song-695,run2,evidence,"She say she don't fuck with me, who said that you can, ho?","She say she don't fuck with me (Who?), who said that you can, ho?"
song-695,run3,evidence,"All they doin' is talkin' down, 'cause they can't get up with me","all they doin' is talkin' down, 'cause they can't get up with me"
song-695,run3,evidence,"I can't put you in my business, you might wish me dead tomorrow","I can't put you in my business (No), you might wish me dead tomorrow"
song-695,run3,evidence,"Ridin' with my twin and 'nem, and we all look good as fuck","Ridin' with my twin and 'nem (Skrrt), and we all look good as fuck"
song-696,run3,evidence,"Desde que nos vimo' pienso en cómo nos comimo', ey","desde que nos vimo' pienso en cómo nos comimo', ey"
song-697,run1,evidence,No quisiera que\nPase otro día y no te vea al amanecer,no quisiera que\nPase otro día y no te vea al amanecer
song-697,run2,evidence,No quisiera que\nPase otro día y no te vea al amanecer,no quisiera que\nPase otro día y no te vea al amanecer
song-697,run3,evidence,No quisiera que\nPase otro día y no te vea al amanecer,no quisiera que\nPase otro día y no te vea al amanecer
song-703,run3,evidence,"Looks so alive, turns out, I'm not real","Looked so alive, turns out, I'm not real"
song-705,run1,evidence,But if you kissed me now I know you'd fool me again,But if you kissed me now\nI know you'd fool me again
song-705,run1,evidence,Last Christmas I gave you my heart,Last Christmas\nI gave you my heart
song-705,run1,evidence,Maybe next year I'll give it to someone special,Maybe next year I'll give it to someone\nI'll give it to someone special
song-705,run2,evidence,Last Christmas I gave you my heart,Last Christmas\nI gave you my heart
song-705,run2,evidence,Maybe next year I'll give it to someone special,Maybe next year I'll give it to someone\nI'll give it to someone special
song-705,run3,evidence,Last Christmas I gave you my heart,Last Christmas\nI gave you my heart
song-705,run3,evidence,Maybe next year I'll give it to someone special,Maybe next year I'll give it to someone\nI'll give it to someone special
song-708,run3,evidence,"We'd never fade, never fade","we'd never fade, never fade"
song-709,run1,evidence,He designered down (down),he designered down (down)
song-711,run1,evidence,Y bien jalados con La Doble P,y bien jalados con La Doble P
song-711,run2,evidence,Y bien jalados con La Doble P,y bien jalados con La Doble P
song-711,run3,evidence,Y bien jalados con La Doble P,y bien jalados con La Doble P
song-717,run2,evidence,"Cuando te necesitaba, diste tu peor versión","cuando te necesitaba, diste tu peor versión"
song-718,run3,evidence,Melt down the chains that I bought from yo' boss,melt down the chains that I bought from yo' boss
song-721,run2,evidence,Being brave as eighteen gets,Bein' brave as eighteen gets
song-737,run1,evidence,When you wake up next to him in the middle of the night,when you wake up next to him in the middle of the night
song-737,run1,evidence,You don't wanna call it love,you don't wanna call it love
song-737,run2,evidence,When you wake up next to him in the middle of the night,when you wake up next to him in the middle of the night
song-737,run2,evidence,You don't wanna call it love,you don't wanna call it love
song-737,run3,evidence,When you wake up next to him in the middle of the night,when you wake up next to him in the middle of the night
song-737,run3,evidence,You don't wanna call it love,you don't wanna call it love
song-744,run2,evidence,She got a cold heart but she got a warm smile,she got a cold heart but she got a warm smile
song-744,run3,evidence,She got a cold heart but she got a warm smile,she got a cold heart but she got a warm smile
song-746,run1,evidence,Rugged whiskey\n'Cause we survivin',rugged whiskey)\n'Cause we survivin
song-746,run2,evidence,Rugged whiskey\n'Cause we survivin',rugged whiskey)\n'Cause we survivin
song-746,run3,evidence,Rugged whiskey\n'Cause we survivin',rugged whiskey)\n'Cause we survivin
song-747,run1,evidence,Before it called you a lying traitor,before it called you a lying traitor
song-747,run2,evidence,"Oh, lord, I think about jumpin' / Off of very tall somethings","Oh, lord, I think about jumpin'\nOff of very tall somethings"
song-747,run2,evidence,You called you a lying traitor,You dream of my mouth before it called you a lying traitor
song-750,run1,keyword,alcohol-and-substance-use,alcohol-and-substance-abuse
song-750,run2,keyword,alcohol-and-substance-use,alcohol-and-substance-abuse
song-750,run3,keyword,alcohol-and-substance-use,**REMOVE**
song-753,run1,evidence,You're never gon' see me\nCaught sleepin',you're never gon' see me\nCaught sleepin'
song-753,run3,evidence,"You debate who the best, but opps, I'm white chalkin' when","you debate who the best, but opps, I'm white chalkin' when"
song-755,run2,keyword,guilt-and-remorse,**REMOVE**
song-755,run2,evidence,I'm\nIn my head right now,I'm\n\nIn my head right now
song-759,run1,evidence,You just might get that G-Wagon out of me,You just might\nJust might get that G-Wagon out of me
song-759,run2,evidence,You just might get that G-Wagon out of me,You just might\nJust might get that G-Wagon out of me
song-759,run3,evidence,You just might get that G-Wagon out of me,You just might\nJust might get that G-Wagon out of me
song-763,run1,evidence,It wasn't no thing to give you up,it wasn't no thing to give you up
song-775,run1,evidence,"Fuck y'all niggas, I don't trust y'all niggas","fuck y'all niggas, I don't trust y'all niggas"
song-777,run1,evidence,They said he hit that guardrail at half past three,they said he hit that guardrail at half past three
song-777,run2,evidence,They said he hit that guardrail at half past three,they said he hit that guardrail at half past three
song-777,run3,evidence,They said he hit that guardrail at half past three,they said he hit that guardrail at half past three
